Cue,Target,AFS,AFP,AFSS,FSG,COS,BOI,Concrete,SUBTLEX,AoA,Length,QSS,n,n.affordance,affordance_count
bodybuilder,exercise,0.127272727,0.233333333,31,NA,NA,4.958333333,4.43,1.1761,10.75,11,NA,30,23,54
bodyguard,protect,0.357142857,0.740740741,28,NA,NA,4.72,4.75,2.4669,10,9,NA,27,25,56
bolt,hold,0.144927536,0.303030303,34,NA,NA,4.925925926,4.67,2.5465,7.28,4,11,33,31,72
bomb,explode,0.15,0.428571429,39,0.15,NA,4.384615385,4.84,3.4373,8,4,17,28,27,73
bonbon,eat,0.302631579,0.793103448,30,NA,NA,4.807692308,4.61,1.415,9.28,6,NA,29,27,73
bondsman,bail,0.133333333,0.206896552,33,NA,NA,4.416666667,3.79,1.4314,13.83,8,NA,29,22,44
bone,break,0.157142857,0.323529412,41,0.121,NA,5.259259259,4.9,3.1239,5.53,4,19,34,27,65
bong,smoke,0.480769231,0.862068966,20,NA,NA,5.6,4.27,2.1553,14.16,4,NA,29,28,51
bonnet,wear,0.245614035,0.518518519,29,NA,NA,6.043478261,4.93,1.9823,6.83,6,NA,27,25,57
book,read,0.291262136,0.967741935,48,0.425,0.307391217,6.47826087,4.9,3.9555,3.68,4,15,31,29,103
bookbinder,hold,0.21875,0.269230769,18,NA,NA,4.75,4.93,NA,NA,10,NA,26,21,29
bookcase,hold,0.326923077,0.586206897,18,NA,NA,5.56,4.93,1.6902,5.63,8,NA,29,23,45
bookend,hold,0.280701754,0.571428571,22,NA,NA,5.291666667,4.32,0.4771,8.88,7,NA,28,23,53
bookkeeper,organize,0.107692308,0.25,45,NA,NA,4.458333333,4.64,1.8195,9.15,10,NA,28,26,69
booklet,read,0.260869565,0.666666667,34,NA,NA,5.5,4.72,1.4624,7.32,7,NA,27,25,74
bookmark,hold,0.157894737,0.333333333,33,NA,NA,5.857142857,4.9,1.3424,8.26,8,NA,27,26,58
bookmarker,mark,0.181818182,0.344827586,28,NA,NA,4.576923077,4.62,0.301,6.75,10,NA,29,26,56
bookseller,sell,0.307692308,0.571428571,22,NA,NA,5,4.43,0.7782,7.37,10,NA,28,26,56
bookshelf,store,0.2,0.555555556,32,NA,NA,5.727272727,4.93,1.2553,7.68,9,NA,27,25,72
boomerang,throw,0.256756757,0.703703704,28,NA,NA,5.666666667,4.7,1.6812,9.79,9,NA,27,26,69
boot,wear,0.28125,0.375,31,NA,NA,6.555555556,4.96,2.7551,3.89,4,13,48,45,126
booth,sit,0.260869565,0.705882353,43,NA,NA,4.92,4.42,3.017,7.16,5,18,34,31,88
bootlace,tie,0.376470588,0.888888889,32,NA,NA,5.64,4.54,0.301,10.18,8,NA,36,34,83
booze,drink,0.38028169,0.964285714,32,0.123,NA,5.84,4.48,2.7474,10.42,5,11,28,26,65
bosom,feed,0.109090909,0.2,39,NA,NA,5.52,4.63,2.2041,12.5,5,NA,30,24,54
bottle,drink,0.176470588,0.535714286,44,0.04,0.27700937,5.464285714,4.91,3.4131,3.56,6,20,28,23,82
boulder,throw,0.1375,0.314285714,37,NA,NA,4.958333333,4.67,NA,7.92,7,8,35,32,79
bouquet,give,0.113402062,0.305555556,45,NA,0.076745285,4.909090909,4.74,2.2175,8.72,7,3,36,29,91
bourbon,drink,0.461538462,0.888888889,22,0.171,NA,5.173913043,4.93,2.5051,11.05,7,10,27,24,54
boutique,shop,0.24,0.461538462,22,NA,NA,4.692307692,4.27,1.7482,9.78,8,NA,26,22,52
bowl,eat,0.219178082,0.592592593,30,NA,0.193865889,6.16,4.87,3.0394,4.26,4,22,27,21,65
bowling,play,0.126984127,0.275862069,34,NA,0.173868421,5,4.56,2.7372,7,7,13,29,21,58
box,store,0.134831461,0.428571429,42,NA,NA,6.291666667,4.9,3.6607,4.3,3,15,28,25,86
boxer,fight,0.2,0.444444444,37,0.092,NA,4.608695652,4.63,2.2945,7.95,5,14,27,23,59
boy,play,0.071428571,0.151515152,47,NA,NA,4.962962963,4.76,4.4317,3.67,3,10,33,25,76
boyfriend,kiss,0.114503817,0.405405405,56,NA,0.286122001,6.310344828,4.59,3.5664,6.89,9,12,37,34,119
bra,wear,0.211267606,0.294117647,39,NA,NA,6.52173913,4.54,2.7466,8.21,3,15,51,46,151
brace,support,0.211538462,0.458333333,24,NA,NA,5.04,3.96,NA,7.89,5,NA,24,24,46
bracelet,wear,0.231884058,0.571428571,38,NA,NA,6.5,4.96,2.601,5.68,8,13,28,23,70
braid,rope,0.107142857,0.171428571,33,NA,NA,5.64,4.38,1.6902,7.22,5,NA,35,31,67
branch,climb,0.094594595,0.269230769,39,NA,NA,4.821428571,4.9,2.7118,5.11,6,11,26,23,69
brandy,drink,0.363636364,0.923076923,26,0.152,NA,5.64,4.81,2.7543,12.1,6,10,26,23,66
brass,instrument,0.104166667,0.147058824,31,0.062,NA,4.4,4.7,2.7917,9.05,5,19,34,24,44
bratwurst,eat,0.258823529,0.785714286,30,NA,NA,5.434782609,4.82,1.3979,9.68,9,NA,28,24,83
bread,eat,0.224719101,0.689655172,35,0.026,0.155048429,6.230769231,4.92,3.1602,3.58,5,15,29,26,85
breadbasket,carry,0.125,0.290322581,36,NA,NA,5.222222222,4,1.0414,8.61,11,NA,31,27,68
breakfast,eat,0.263888889,0.791666667,31,NA,NA,6.173913043,4.43,3.5292,3.47,9,10,24,23,71
breastbone,protect,0.264150943,0.411764706,32,NA,NA,5.318181818,4.33,1,10.75,10,NA,34,24,50
breastplate,protect,0.380952381,0.592592593,23,NA,NA,5.136363636,4.67,1.1139,12.39,11,NA,27,22,39
breasts,feed,0.120481928,0.169491525,47,NA,NA,6.173913043,5,2.8028,8.03,7,NA,59,47,138
breeches,wear,0.214285714,0.666666667,44,NA,NA,4.666666667,4.07,1.301,12.1,8,NA,27,23,82
brick,build,0.30952381,0.866666667,37,NA,0.244088341,5.64,4.83,2.716,6.43,5,14,30,26,78
bricklayer,build,0.234375,0.555555556,32,NA,NA,4.84,4.42,1.0414,9.5,10,NA,27,25,67
brickwork,build,0.268292683,0.628571429,41,NA,NA,4.777777778,4.48,0.4771,11.18,9,NA,35,30,80
bridegroom,marry,0.211267606,0.454545455,40,NA,NA,4.384615385,4.39,1.8692,11.33,10,NA,33,27,66
bridesmaid,help,0.12244898,0.214285714,29,NA,NA,5.08,4.41,2.1004,8.47,10,NA,28,23,50
bridge,cross,0.158730159,0.37037037,25,0.079,NA,5.52173913,4.97,3.3677,5.58,6,10,27,24,65
briefcase,carry,0.178571429,0.535714286,36,NA,NA,6.25,4.86,2.6425,6.37,9,19,28,24,83
briefs,wear,0.317073171,0.448275862,23,NA,NA,5.64,4.33,1.6335,NA,6,NA,29,20,45
brisket,eat,0.296875,0.76,29,NA,NA,5.291666667,4.61,1.6812,12.11,7,NA,25,23,63
broach,wear,0.173913043,0.363636364,37,NA,NA,5.041666667,3.74,1.3802,10.72,6,NA,33,26,66
broccoli,eat,0.221374046,0.763157895,42,NA,0.067630224,5.04,4.87,2.0682,5.2,8,13,38,34,119
brochure,read,0.180555556,0.433333333,44,NA,NA,6.2,4.76,1.9912,9.58,8,NA,30,27,74
broiler,cook,0.404255319,0.678571429,13,NA,NA,5.25,4.83,1.0414,9.63,7,NA,28,25,43
broker,sell,0.122807018,0.259259259,47,NA,NA,4.464285714,4.03,2.2695,10.94,6,NA,27,20,56
brooch,wear,0.166666667,0.384615385,33,NA,NA,5.130434783,4.19,1.8325,10.71,6,NA,26,21,55
broom,sweep,0.360465116,0.794871795,27,0.504,NA,6.416666667,4.89,2.3874,5.5,5,11,39,37,85
broomstick,clean,0.234375,0.517241379,27,NA,NA,6.043478261,4.8,1.6435,6.11,10,NA,29,25,59
broth,cook,0.202247191,0.5,34,NA,NA,5.321428571,4.68,1.6628,9,5,4,36,32,82
brother,love,0.113207547,0.352941176,47,0.016,NA,5.043478261,4.43,4.1608,3.63,7,10,34,29,102
brow,pluck,0.088235294,0.230769231,33,NA,NA,4.416666667,4.39,1.9777,9.82,4,NA,26,24,73
brush,clean,0.178571429,0.2,28,NA,NA,6.043478261,4.54,2.8591,3.78,5,6,50,44,113
bubble,blow,0.333333333,0.703703704,19,0.029,NA,4.64,4.6,2.6117,3.79,6,8,27,26,59
buck,hunt,0.169491525,0.384615385,27,NA,NA,4.291666667,4.67,NA,7.68,4,11,26,23,57
bucket,fill,0.144329897,0.466666667,42,NA,0.044722424,6,4.96,2.7093,5.61,6,11,30,29,91
buckle,hold,0.109756098,0.243243243,44,NA,NA,4.846153846,4.71,2.4116,6.42,6,7,37,33,80
buckwheat,eat,0.202898551,0.482758621,27,NA,NA,4.44,4.54,NA,8.69,9,NA,29,24,69
buddy,talk,0.142857143,0.387096774,37,NA,NA,4.916666667,3.48,3.72,5.37,5,3,31,27,77
buffalo,eat,0.173469388,0.459459459,45,NA,0.11985523,4.692307692,4.83,NA,6.7,7,21,37,31,96
buffet,eat,0.351851852,0.76,25,NA,NA,5.409090909,4.67,2.356,7.58,6,NA,25,24,50
bug,eat,0.161290323,0.416666667,39,NA,NA,5.296296296,5,3.029,3.79,3,16,36,31,85
bugle,play,0.25,0.533333333,30,NA,NA,4.541666667,4.84,1.9494,8.88,5,13,30,25,59
builder,build,0.355932203,0.724137931,30,NA,0.482367596,4.826086957,3.97,1.6902,5.95,7,18,29,25,54
building,live,0.108108108,0.285714286,35,NA,NA,5.208333333,4.64,3.7058,6.16,8,20,28,26,69
bulb,light,0.28,0.717948718,40,0.788,NA,5.391304348,4.93,2.3032,6.56,4,7,39,36,92
bulldozer,destroy,0.142857143,0.357142857,41,NA,NA,4.565217391,4.9,1.8261,5.61,9,NA,28,27,62
bullet,shoot,0.273972603,0.625,33,NA,NA,5.772727273,4.83,3.2903,6.7,6,13,32,30,72
bullfighter,entertain,0.162162162,0.24,22,NA,NA,4.6,4.7,1.5441,8.78,11,NA,25,20,36
bullfrog,pet,0.135802469,0.379310345,41,NA,NA,4.884615385,4.9,1.4314,6.33,8,NA,29,24,75
bully,fight,0.1,0.189189189,37,0.041,0.401563118,4.857142857,3.92,2.567,6.05,5,20,37,27,69
bum,sit,0.266666667,0.516129032,35,NA,NA,4.346153846,4.21,2.8965,8.11,3,21,31,25,58
bun,eat,0.306451613,0.612903226,25,NA,NA,5.916666667,4.88,2.1703,5.79,3,12,31,23,63
bunion,remove,0.155555556,0.269230769,32,NA,NA,4.36,4.64,1.5563,10.37,6,NA,26,20,43
bunk,sleep,0.363636364,0.888888889,28,NA,NA,4.260869565,4.3,2.5065,5.62,4,NA,27,24,66
bunkhouse,sleep,0.219178082,0.470588235,36,NA,NA,4.625,4.37,1.6232,10.2,9,NA,34,29,67
bunkmate,talk,0.164383562,0.342857143,37,NA,NA,4.458333333,4,1.0792,10.74,8,NA,35,30,65
bunny,pet,0.202898551,0.5,35,NA,NA,4.5,4.97,NA,4.5,5,7,28,24,62
buoy,float,0.24,0.529411765,33,NA,0.565482663,5.125,4.57,1.7853,9.76,4,NA,34,31,68
burger,eat,0.303797468,0.888888889,31,NA,NA,6.111111111,4.93,2.7185,5.17,6,NA,27,26,75
burglar,steal,0.365853659,0.555555556,20,0.095,0.182975082,4.260869565,4.44,2.4518,7,7,19,27,25,39
burlap,sew,0.113636364,0.172413793,26,NA,NA,5.333333333,4.78,1.0792,10.28,6,NA,29,20,51
bus,ride,0.146341463,0.428571429,38,0.055,0.317578876,5.192307692,4.9,3.578,3.85,3,17,28,25,82
bush,hide,0.142857143,0.296296296,28,0.016,NA,4.8,4.9,2.8579,4.9,4,15,27,23,57
businessman,work,0.13559322,0.307692308,37,NA,NA,5.25,4.47,2.6075,9.38,11,NA,26,24,58
businesswoman,work,0.125,0.264705882,45,NA,NA,5.08,4.35,1.415,11.11,13,NA,34,25,58
busman,drive,0.246376812,0.586206897,35,NA,NA,4.68,3.91,0.6021,11.93,6,NA,29,26,58
butcher,cut,0.236363636,0.5,27,0.059,NA,4.739130435,4.65,2.6385,7.9,7,12,26,24,49
butt,sit,0.168674699,0.4,49,NA,NA,5.652173913,4.75,3.294,3.73,4,14,35,29,80
butter,cook,0.162162162,0.473684211,40,NA,NA,6.217391304,4.9,3.0183,5.78,6,15,38,34,122
buttercup,eat,0.25,0.535714286,34,NA,NA,5.48,4.71,NA,6.9,9,NA,28,25,61
buttermilk,cook,0.23880597,0.444444444,25,NA,NA,4.826086957,4.68,1.7993,7.6,10,NA,36,29,70
butterscotch,eat,0.311111111,0.518518519,22,NA,NA,4.769230769,4.58,1.415,6.78,12,NA,27,21,50
buttocks,sit,0.333333333,0.327272727,26,NA,NA,6.434782609,4.83,1.9731,7.72,8,NA,55,48,121
button,close,0.106060606,0.25,38,NA,NA,6.153846154,4.96,3.159,4.78,6,16,28,24,61
buttonhole,button,0.153846154,0.148148148,17,NA,NA,5.074074074,4.7,1.0792,6.84,10,NA,27,20,26
buttonhook,sew,0.111111111,0.185185185,31,NA,NA,4.45,4.04,NA,10.67,10,NA,27,24,45
bystander,talk,0.098360656,0.193548387,33,NA,NA,4.791666667,4.17,1.6628,11.06,9,NA,31,25,58
cab,drive,0.168674699,0.451612903,32,NA,0.325457953,5.6,4.88,3.2617,6.94,3,9,31,31,80
cabbage,eat,0.244897959,0.774193548,43,NA,0.074251975,5.608695652,4.75,2.1732,5.78,7,15,31,29,93
cabdriver,drive,0.179104478,0.413793103,32,NA,NA,5.12,4.79,1.1761,8.57,9,NA,29,26,56
cabin,live,0.114583333,0.305555556,43,NA,NA,4.56,4.92,3.0013,6.39,5,9,36,35,81
cabinet,store,0.363636364,0.8,19,NA,NA,5.64,4.89,2.6294,6.06,7,16,35,27,63
cable,connect,0.14084507,0.3125,39,NA,NA,4.913043478,4.74,3.0449,9.2,5,8,32,29,69
cactus,plant,0.142857143,0.188679245,35,0.321,0.335259317,4.5,5,2.1732,6.72,6,15,53,44,116
caddy,hold,0.134615385,0.28,31,NA,NA,4.913043478,4.32,2.1644,NA,5,NA,25,24,55
cadet,train,0.125,0.166666667,27,NA,NA,4.291666667,4.21,2.248,9.68,5,NA,30,21,38
cadillac,drive,0.261904762,0.733333333,33,NA,NA,5.12,4.93,NA,NA,8,NA,30,24,82
cafe,drink,0.171052632,0.5,29,NA,NA,4.772727273,4.96,2.4133,8.75,4,15,26,22,67
cafeteria,eat,0.294117647,0.714285714,24,0.027,NA,4.8,4.71,2.4624,7.15,9,9,28,25,70
cage,put in,0.109090909,0.2,31,NA,NA,5.291666667,5,3.0149,5.06,4,18,30,24,55
cake,eat,0.275510204,0.931034483,36,0.076,NA,6.086956522,4.81,3.3615,3.26,4,19,29,27,97
calculator,calculate,0.112359551,0.3125,36,NA,NA,6.24,4.86,1.8261,8.22,10,12,32,27,82
calender,organize,0.126984127,0.275862069,23,NA,NA,5.84,4.82,0.6021,NA,8,NA,29,26,58
calf,walk,0.147540984,0.163636364,30,NA,0.105276368,5.08,4.48,2.1818,6.63,4,7,55,46,114
calipers,measure,0.421052632,0.615384615,21,NA,NA,4.666666667,4.78,0.301,NA,8,NA,26,22,37
camel,ride,0.207317073,0.607142857,38,NA,0.105306349,4.52173913,4.93,2.4099,5.11,5,11,28,23,77
camera,photograph,0.369230769,0.827586207,27,NA,NA,6.086956522,5,3.4636,6,6,8,29,26,56
camisole,wear,0.322033898,0.703703704,29,NA,NA,5.476190476,4.81,0.7782,13.72,8,NA,27,23,59
can,drink,0.094117647,0.296296296,35,0.041,NA,4.88,4.55,5.4275,4.32,3,20,27,24,80
candidate,vote,0.192982456,0.392857143,35,0.014,0.370754639,4.739130435,3.81,2.6385,10.39,9,17,28,24,55
candle,light,0.266666667,0.75,30,0.29,NA,5.166666667,4.86,2.6128,5.37,6,8,32,32,88
candlestick,hold,0.18,0.346153846,20,NA,NA,6,4.93,1.415,5.61,11,NA,26,22,49
candy,eat,0.233009709,0.888888889,45,NA,0.024749949,6.4,4.83,3.2615,4,5,14,27,26,101
cane,walk,0.244186047,0.65625,45,0.029,NA,6.068965517,4.87,2.6294,5.74,4,14,32,29,83
canine,pet,0.133333333,0.333333333,31,NA,NA,5.375,4.71,1.9395,8.45,6,NA,30,20,72
cannabis,smoke,0.243243243,0.692307692,30,NA,NA,5.666666667,4.69,1.3802,13.33,8,NA,26,23,74
cannonball,shoot,0.096774194,0.222222222,37,NA,NA,4.304347826,4.8,NA,6.39,10,NA,27,26,61
canoe,row,0.101449275,0.259259259,38,0.042,NA,5.818181818,4.86,2.2625,6.63,5,8,27,25,71
cantaloupe,eat,0.227848101,0.692307692,42,NA,0.038118927,5.666666667,4.76,1.5911,7.22,10,NA,26,23,67
canteen,hold,0.168224299,0.486486486,43,NA,NA,5.607142857,4.88,1.9445,9.04,7,NA,37,33,87
canvas,paint,0.255102041,0.384615385,42,0.118,0.205195055,5.590909091,4.78,2.3365,8.15,6,16,65,62,175
cap,wear,0.217948718,0.62962963,40,NA,NA,5.826086957,4.59,2.9809,5.53,3,6,27,26,73
cape,wear,0.294117647,0.277777778,24,NA,NA,5.416666667,4.77,NA,6.9,4,20,54,46,107
capsule,store,0.183673469,0.321428571,25,NA,NA,5.041666667,4.52,2.1173,10.44,7,NA,28,24,50
captain,lead,0.280701754,0.516129032,27,NA,0.133825375,4.913043478,4.19,NA,6.06,7,13,31,25,51
car,drive,0.161904762,0.68,53,0.122,0.397013136,6.035714286,4.89,4.3916,3.37,3,25,25,24,97
caramel,eat,0.270833333,0.5,22,NA,NA,5.28,4.73,1.8062,6.58,7,NA,26,23,48
card,write,0.1,0.291666667,41,NA,NA,5.56,4.9,3.6393,6.2,4,21,24,23,69
cardboard,burn,0.071428571,0.222222222,52,NA,NA,5.739130435,4.9,2.143,5.4,9,6,27,27,84
cardigan,wear,0.184210526,0.466666667,36,NA,NA,6.130434783,4.96,1.4771,10.11,8,NA,30,24,79
caretaker,care,0.12987013,0.303030303,37,NA,NA,5.071428571,4.24,2.1004,9.75,9,NA,33,31,77
carnival,ride,0.127906977,0.282051282,40,0.197,NA,5.125,4.68,2.5611,6.95,8,14,39,32,77
carp,eat,0.216666667,0.5,19,NA,NA,4.52173913,4.62,1.6021,11.42,4,NA,26,24,52
carpenter,build,0.211538462,0.379310345,26,0.058,0.221530911,5.464285714,4.41,NA,7.39,9,18,29,25,55
carpet,sit,0.095238095,0.095238095,33,NA,0.023536726,6.041666667,4.96,2.7745,6.05,6,17,63,56,149
carport,park,0.22972973,0.653846154,26,NA,NA,4.28,4.79,0.7782,11.19,7,NA,26,22,61
carriage,ride,0.149425287,0.393939394,34,0.041,NA,5.08,4.86,2.5821,5.84,8,13,33,31,87
carrot,eat,0.273972603,0.8,30,NA,0.054194216,6.043478261,5,2.2923,2.74,6,16,25,22,71
cart,push,0.142857143,0.371428571,26,0.029,NA,5.4,4.89,2.6646,6.16,4,16,35,33,92
carton,hold,0.224137931,0.52,22,NA,NA,5,5,1.9868,7,6,7,25,22,55
cartridge,print,0.111111111,0.137931034,24,NA,NA,5.12,4.78,1.699,10.95,9,NA,29,23,38
case,protect,0.120689655,0.212121212,30,NA,NA,4.272727273,3.93,4.1585,6.74,4,22,33,29,60
caseworker,help,0.174603175,0.333333333,37,NA,NA,4.32,4.37,1.1761,10.22,10,NA,33,28,58
cash,spend,0.179104478,0.48,27,NA,0.597641103,6.36,4.48,3.5676,4.84,4,4,25,23,65
cashier,pay,0.101694915,0.206896552,39,NA,NA,4.888888889,4.89,2.2253,6.74,7,9,29,23,60
cashmere,wear,0.264705882,0.545454545,35,NA,NA,4.875,4.72,1.8921,13.05,8,NA,33,23,72
casket,bury,0.2,0.5,38,NA,NA,4.714285714,4.86,2.2122,8.26,6,8,30,26,70
casserole,eat,0.245098039,0.714285714,41,NA,NA,5.88,4.87,1.9345,7.32,9,NA,35,30,94
cassette,listen,0.157894737,0.5,25,NA,NA,5.148148148,4.6,1.9731,6.37,8,NA,30,29,86
castle,live,0.14084507,0.344827586,50,NA,NA,4.307692308,4.96,3.0414,5.8,6,16,29,23,66
cat,pet,0.229508197,0.482758621,34,NA,NA,5.913043478,4.86,3.5294,3.68,3,3,29,25,55
catalogue,read,0.181818182,0.444444444,41,NA,NA,5.916666667,4.36,2.0374,7.84,9,NA,27,24,69
catapult,throw,0.234042553,0.379310345,23,NA,NA,4.84,4.43,1.5051,10.56,8,NA,29,26,42
caterpillar,eat,0.130434783,0.2,29,NA,NA,5.083333333,4.87,1.7634,5.17,11,10,30,20,46
catfish,eat,0.202797203,0.783783784,53,NA,NA,5,4.85,1.8062,6.61,7,NA,37,34,133
cathedral,pray,0.181818182,0.424242424,35,NA,NA,4.5,4.86,2.281,10.58,9,9,33,29,69
catnip,eat,0.142857143,0.230769231,25,NA,NA,4.52,4.68,1.3424,6.89,6,NA,26,21,37
cattle,milk,0.098765432,0.235294118,42,NA,NA,4.625,4.64,2.8293,6.53,6,14,34,25,74
catwalk,walk,0.246376812,0.586206897,37,NA,NA,4.652173913,4.15,1.5682,10.32,7,NA,29,26,71
cauldron,cook,0.172413793,0.357142857,24,NA,NA,4.8,4.61,1.3979,9.61,8,NA,28,26,56
cauliflower,eat,0.216494845,0.724137931,33,NA,0.051751441,5.269230769,5,1.4624,6.18,11,10,29,29,96
caviar,eat,0.333333333,0.742857143,35,NA,NA,4.818181818,4.7,2.2923,12.83,6,NA,35,33,78
cayenne,cook,0.121212121,0.285714286,35,NA,NA,5.347826087,4.22,1.5911,12.81,7,NA,28,26,66
cedar,build,0.125,0.28125,29,NA,0.111624422,4.583333333,4.83,NA,9.86,5,NA,32,27,74
celery,eat,0.25974026,0.606060606,31,NA,0.064566172,6.086956522,4.8,1.9823,5.78,6,12,33,27,73
cellar,store,0.442307692,0.638888889,19,NA,NA,4.6,4.68,2.6803,8.94,6,10,36,29,51
cello,play,0.234375,0.6,33,0.02,NA,5.038461538,4.96,1.9823,9.89,5,13,25,23,61
cellophane,wrap,0.345454545,0.575757576,24,NA,NA,4.703703704,4.54,1.6335,11.47,10,NA,33,28,56
cement,build,0.149253731,0.37037037,39,NA,0.110344828,5.04,4.97,2.3711,6.89,6,12,27,24,73
cent,pay,0.142857143,0.225806452,26,NA,NA,5.12,4.19,2.6848,6,4,7,31,23,50
centipede,kill,0.103448276,0.230769231,33,NA,NA,5.25,4.79,1.3617,7.39,9,NA,26,20,56
ceramic,break,0.105263158,0.176470588,33,NA,NA,4.62962963,4.04,1.7993,8.37,7,13,34,23,63
ceramics,decorate,0.164383562,0.444444444,34,NA,NA,5.458333333,4.62,1.4771,9.5,8,15,27,25,73
cereal,eat,0.454545455,0.769230769,20,0.031,0.386279122,5.958333333,4.83,2.5119,4.44,6,11,26,23,40
certificate,frame,0.066666667,0.2,58,NA,NA,5.041666667,4.59,2.6618,8.42,11,NA,35,29,105
chain,wear,0.13559322,0.296296296,34,NA,NA,5.958333333,4.55,3.0346,5.22,5,14,27,24,57
chair,sit,0.278571429,1,51,0.212,0.267225858,6.88,4.58,3.4,3.43,5,14,39,39,137
chairman,decide,0.181818182,0.3125,38,NA,NA,4.965517241,4.31,NA,10.84,8,NA,32,26,52
chairperson,lead,0.08,0.16,39,NA,0.419829404,4.44,4.58,0.8451,11,11,18,25,19,51
chairwoman,lead,0.071428571,0.121212121,42,NA,NA,4.347826087,4.41,1.0414,12.95,10,NA,33,28,53
chalet,live,0.144927536,0.4,38,NA,NA,4.416666667,4.36,1.4314,13.8,6,NA,25,21,72
chalice,drink,0.393442623,0.827586207,22,NA,NA,5.208333333,4.83,1.5185,11.35,7,NA,29,26,57
chalk,draw,0.227272727,0.555555556,31,NA,0.153350847,5.92,4.9,2.2648,4.47,5,7,27,25,67
chambermaid,clean,0.25,0.566666667,39,NA,NA,4.727272727,4.4,1.5051,11.72,11,NA,30,23,61
champagne,drink,0.257731959,0.694444444,33,0.102,NA,5.583333333,4.82,3.2033,10.26,9,14,36,32,92
chapel,pray,0.193181818,0.548387097,41,0.013,NA,4.52,4.6,2.6096,6.95,6,11,31,30,89
chaplain,talk,0.13559322,0.25,39,NA,NA,4.72,4.33,2.0682,12.19,8,NA,32,24,58
charcoal,cook,0.138888889,0.357142857,30,0.053,0.217655318,4.740740741,4.85,1.959,8,8,11,28,26,71
chart,write,0.109756098,0.25,38,0.013,NA,4.428571429,4.48,2.6848,7.59,5,18,36,31,76
chauffeur,drive,0.32,0.64,28,0.074,NA,4.84,4.43,2.4594,9.84,9,5,25,22,50
checkbook,write,0.220930233,0.542857143,37,NA,NA,5.666666667,4.97,2.0828,8.67,9,11,35,32,84
checkerboard,play,0.41509434,0.785714286,27,NA,NA,5.391304348,4.96,0.7782,6.74,12,NA,28,23,52
checklist,organize,0.114754098,0.21875,35,NA,NA,4.464285714,4.61,1.6021,7.78,9,NA,32,28,65
cheddar,eat,0.217391304,0.6,35,NA,NA,5.291666667,4.46,NA,7.14,7,2,25,21,64
cheek,kiss,0.139534884,0.461538462,43,0.132,NA,5.481481481,4.83,2.5635,5.06,5,16,26,23,87
cheekbone,smile,0.196078431,0.4,29,NA,NA,4.88,4.71,1.1761,7.17,9,NA,25,22,51
cheerleader,cheer,0.227272727,0.357142857,21,0.013,NA,5.285714286,4.9,2.5185,6,11,29,28,22,43
cheese,eat,0.227272727,0.606060606,34,0.024,0.162232064,6.391304348,4.7,3.2993,4.33,6,17,33,29,85
cheeseburger,eat,0.291262136,1,41,NA,NA,NA,4.93,2.2148,4.78,12,NA,30,30,103
cheesecake,eat,0.263736264,0.75,39,NA,NA,6.458333333,4.97,2.0755,8.11,10,NA,32,26,87
cheesecloth,strain,0.235294118,0.444444444,29,NA,NA,5.52173913,4.8,0.4771,13.2,11,NA,27,25,51
chef,cook,0.209876543,0.62962963,54,0.622,0.490322772,4.64,4.3,2.7832,8.3,4,6,27,27,81
chemicals,clean,0.156626506,0.40625,47,NA,NA,5.04,4.14,2.4654,9.7,9,NA,32,29,81
cherry,eat,0.29,0.828571429,39,NA,0.022797832,5.454545455,4.62,2.8414,5.58,6,16,35,31,97
chessboard,play,0.266666667,0.625,32,NA,NA,6.04,4.68,1.2553,8.37,10,NA,32,29,70
chest,store,0.20212766,0.5,47,NA,NA,5.851851852,4.93,3.3204,5.05,5,22,38,33,86
chestnut,eat,0.243243243,0.666666667,31,NA,NA,5.555555556,4.7,1.8195,6.55,8,NA,27,26,75
chevy,drive,0.36,0.964285714,32,NA,NA,4.956521739,4.48,NA,NA,5,NA,28,27,70
chick,feed,0.111111111,0.176470588,28,NA,NA,4.47826087,4.93,3.1255,5.53,5,12,34,20,49
chicken,eat,0.156862745,0.615384615,38,0.016,NA,5.5,4.8,3.4982,3.26,7,29,26,24,97
chickenfeed,feed,0.45,0.818181818,24,NA,NA,4.72,4.78,0.6021,NA,11,NA,33,29,59
chihuahua,feed,0.104651163,0.321428571,47,NA,NA,6.25,4.38,NA,NA,9,NA,28,23,76
child,play,0.144578313,0.387096774,42,NA,NA,5.695652174,4.78,3.9053,5.15,5,15,31,26,82
childbirth,create,0.106382979,0.142857143,29,NA,NA,4.391304348,4.04,1.8976,9.25,10,NA,35,25,42
children,play,0.228070175,0.448275862,25,0.121,NA,5.52,4.89,3.9509,4.1,8,17,29,23,56
chili,eat,0.304878049,0.757575758,36,NA,NA,5.291666667,4.79,2.5832,6.61,5,17,33,30,75
chimney,fire,0.162162162,0.222222222,17,0.13,NA,4.730769231,5,2.3304,6.58,7,14,27,20,36
chimpanzee,pet,0.074626866,0.172413793,46,NA,NA,4.260869565,4.96,1.7993,7.26,10,7,29,24,66
chin,rest,0.085714286,0.206896552,40,NA,NA,5.884615385,4.89,2.8116,4.22,4,NA,29,25,70
chinaware,eat,0.144736842,0.314285714,35,NA,NA,5.913043478,4.82,0.4771,10.05,9,NA,35,31,79
chinchilla,pet,0.19047619,0.484848485,44,NA,NA,4.925925926,4.72,1.4472,12.67,10,NA,33,29,83
